# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 14:51:10 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_name like '%kepler-11%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN hd_name:        HD ID
# COLUMN hip_name:       HIP ID
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Systemic Radial Velocity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-11 b,Kepler-11,b,,,TIC 169175503,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,Kepler,0.95 m Kepler Telescope,0,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,1.800,0.030,-0.050,0,0.161,0.003,-0.004,0,1.90000,1.40000,-1.00000,0,0.00600,0.00400,-0.00300,0,Mass,0.045000,0.068000,-0.042000,0,146.36,4.17,-4.02,0,849,,,0,1,0.01563,0.00018,-0.00023,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.040,0.096,-0.094,0,[Fe/H],0.120,,,0,4.37,0.01,-0.02,0,8.500,1.100,-1.400,0,1.12200,0.04900,-0.06000,0,0.4000,0.5000,-0.5000,0,,,,,-57.16,,,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710
Kepler-11 c,Kepler-11,c,,,TIC 169175503,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,Kepler,0.95 m Kepler Telescope,0,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,2.870,0.050,-0.060,0,0.256,0.004,-0.005,0,2.90000,2.90000,-1.60000,0,0.00900,0.00900,-0.00500,0,Mass,0.026000,0.063000,-0.013000,0,107.22,3.05,-2.95,0,786,,,0,1,0.02496,0.00015,-0.00019,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.040,0.096,-0.094,0,[Fe/H],0.120,,,0,4.37,0.01,-0.02,0,8.500,1.100,-1.400,0,1.12200,0.04900,-0.06000,0,0.4000,0.5000,-0.5000,0,,,,,-57.16,,,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710
Kepler-11 d,Kepler-11,d,,,TIC 169175503,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,Kepler,0.95 m Kepler Telescope,0,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,3.120,0.060,-0.070,0,0.278,0.005,-0.006,0,7.30000,0.80000,-1.50000,0,0.02300,0.00300,-0.00500,0,Mass,0.004000,0.007000,-0.002000,0,51.12,1.46,-1.41,0,653,,,0,1,0.02714,0.00018,-0.00019,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.040,0.096,-0.094,0,[Fe/H],0.120,,,0,4.37,0.01,-0.02,0,8.500,1.100,-1.400,0,1.12200,0.04900,-0.06000,0,0.4000,0.5000,-0.5000,0,,,,,-57.16,,,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710
Kepler-11 e,Kepler-11,e,,,TIC 169175503,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,Kepler,0.95 m Kepler Telescope,0,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,4.190,0.070,-0.090,0,0.374,0.006,-0.008,0,8.00000,1.50000,-2.10000,0,0.02500,0.00500,-0.00700,0,Mass,0.012000,0.006000,-0.006000,0,32.34,0.92,-0.89,0,582,,,0,1,0.03643,0.00021,-0.00028,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.040,0.096,-0.094,0,[Fe/H],0.120,,,0,4.37,0.01,-0.02,0,8.500,1.100,-1.400,0,1.12200,0.04900,-0.06000,0,0.4000,0.5000,-0.5000,0,,,,,-57.16,,,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710
Kepler-11 f,Kepler-11,f,,,TIC 169175503,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,Kepler,0.95 m Kepler Telescope,0,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,2.490,0.040,-0.070,0,0.222,0.004,-0.006,0,2.00000,0.80000,-0.90000,0,0.00600,0.00300,-0.00300,0,Mass,0.013000,0.011000,-0.009000,0,19.53,0.56,-0.54,0,513,,,0,1,0.02169,0.00026,-0.00026,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.040,0.096,-0.094,0,[Fe/H],0.120,,,0,4.37,0.01,-0.02,0,8.500,1.100,-1.400,0,1.12200,0.04900,-0.06000,0,0.4000,0.5000,-0.5000,0,,,,,-57.16,,,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710
Kepler-11 g,Kepler-11,g,,,TIC 169175503,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,Kepler,0.95 m Kepler Telescope,0,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,3.330,0.060,-0.080,0,0.297,0.005,-0.007,0,25.00000,,,1,0.07900,,,1,Mass,0.150000,,,1,5.65,0.16,-0.15,0,376,,,0,1,0.02899,0.00022,-0.00032,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.040,0.096,-0.094,0,[Fe/H],0.120,,,0,4.37,0.01,-0.02,0,8.500,1.100,-1.400,0,1.12200,0.04900,-0.06000,0,0.4000,0.5000,-0.5000,0,,,,,-57.16,,,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710
Kepler-110 b,Kepler-110,b,,,TIC 26751563,Gaia DR2 2128925579652377472,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,12.69111200,0.00003600,-0.00003600,0,0.107000,,,0,1.830,0.360,-0.360,0,0.163,0.032,-0.032,0,4.01000,,,0,0.01260,,,0,M-R relationship,0.000000,,,0,153.88,5.10,-4.92,0,1008,,,0,1,0.01471,0.00028,-0.00019,0,,5960.00,153.00,-153.00,0,1.15,0.23,-0.23,0,1.07,0.06,-0.06,0,-0.150,0.021,-0.021,0,[M/H],0.276,0.017,-0.021,0,4.33,0.15,-0.15,0,4.470,0.920,-1.090,0,0.79317,0.20004,-0.19244,0,,,,,,,,,0.04,2.64,-2.64,0,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.5310000,8.2150000,-7.9950000,13.0030000,0.1030000,-0.1030000,11.6230000,0.0190000,-0.0190000,12.9020000,0.0003270,-0.0003270
Kepler-110 c,Kepler-110,c,,,TIC 26751563,Gaia DR2 2128925579652377472,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,31.71977500,0.00010400,-0.00010400,0,0.198000,,,0,2.210,0.440,-0.440,0,0.197,0.039,-0.039,0,5.52000,,,0,0.01740,,,0,M-R relationship,0.000000,,,0,45.34,1.50,-1.45,0,743,,,0,1,0.01758,0.00036,-0.00020,0,,5960.00,153.00,-153.00,0,1.15,0.23,-0.23,0,1.07,0.06,-0.06,0,-0.150,0.021,-0.021,0,[M/H],0.276,0.017,-0.021,0,4.33,0.15,-0.15,0,4.470,0.920,-1.090,0,0.79317,0.20004,-0.19244,0,,,,,,,,,0.04,2.64,-2.64,0,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.5310000,8.2150000,-7.9950000,13.0030000,0.1030000,-0.1030000,11.6230000,0.0190000,-0.0190000,12.9020000,0.0003270,-0.0003270
Kepler-1100 b,Kepler-1100,b,,,TIC 63009789,Gaia DR2 2126163675162475136,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,6.42200058,0.00002182,-0.00002182,0,0.068400,,,0,1.750,0.820,-0.290,0,0.156,0.073,-0.026,0,3.71000,,,0,0.01170,,,0,M-R relationship,0.000000,,,0,238.51,8.48,-8.17,0,1000,,,0,0,0.01189,0.00035,-0.00045,0,,6247.00,128.56,-164.45,0,1.34,0.63,-0.22,0,1.21,0.20,-0.11,0,0.050,0.135,-0.144,0,[Fe/H],0.088,,,0,4.26,0.12,-0.26,0,2.690,1.100,-0.966,0,2.85412,0.32144,-0.96952,0,,,,,,,,,,,,,19h27m29.12s,291.8713535,+44d05m14.61s,44.0873907,693.6180000,8.0345000,-8.0345000,13.9520000,0.0800000,-0.0800000,12.4560000,0.0280000,-0.0280000,13.8225000,0.0002240,-0.0002240
Kepler-1101 b,Kepler-1101,b,,,TIC 271163971,Gaia DR2 2080048680026646912,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,81.31510590,0.00056930,-0.00056930,0,0.348300,,,0,2.470,0.370,-0.210,0,0.220,0.033,-0.019,0,6.66000,,,0,0.02100,,,0,M-R relationship,0.000000,,,0,3.58,0.18,-0.17,0,393,,,0,0,0.02534,0.00099,-0.00073,0,,5614.00,130.34,-168.73,0,0.91,0.13,-0.07,0,0.94,0.06,-0.06,0,-0.040,0.150,-0.178,0,[Fe/H],-0.351,,,0,4.50,0.05,-0.12,0,4.270,4.540,-2.580,0,3.75810,0.40224,-1.12514,0,,,,,,,,,,,,,19h38m16.65s,294.5693544,+45d40m16.18s,45.6711623,742.4730000,13.4840000,-13.4840000,15.1560000,0.1260000,-0.1260000,13.3140000,0.0350000,-0.0350000,15.0958000,0.0003520,-0.0003520
